New Entries:
| HB Stockholdings Limited            | B                                   | T                    |
| Thyrocare Technologies Limited      | A                                   | B                    |
| CNI RESEARCH LTD.                   | X                                   | XT                   |
| ASHIRWAD CAPITAL LTD.               | X                                   | XT                   |
| MARTIN BURN LTD.                    | X                                   | XT                   |
| Cubex Tubings Limited               | B                                   | T                    |
| NORRIS MEDICINES LTD.               | X                                   | XT                   |
| Northlink Fiscal And Capital S      | X                                   | XT                   |
| HIPOLIN LTD.                        | X                                   | XT                   |
| Mohit Industries Limited            | T                                   | B                    |
| LKP Securities Limited              | X                                   | XT                   |
| ALFRED HERBERT (INDIA) LTD.         | X                                   | XT                   |
| Cian Healthcare Limited             | M                                   | MT                   |
| TV Vision Limited                   | T                                   | B                    |
| Navneet Education Limited           | A                                   | B                    |
| Vanta Bioscience Limited            | MT                                  | M                    |
| Nanavati Ventures Limited           | MT                                  | M                    |
| DHANLAXMI FABRICS LTD.              | XT                                  | X                    |
| GARWARE MARINE INDUSTRIES LTD.      | X                                   | XT                   |
| 21st Century Management Services Limited | B                                   | T                    |
| APLAB LTD.                          | XT                                  | X                    |
| SWASTI VINAYAKA ART AND HERITA      | X                                   | XT                   |
| ANSAL BUILDWELL LTD.                | X                                   | XT                   |
| Aurum PropTech Limited              | B                                   | T                    |
| Reliance Chemotex Industries Limited | B                                   | T                    |
| BALU FORGE INDUSTRIES LIMITED       | X                                   | B                    |
| INTER GLOBE FINANCE LTD.            | X                                   | XT                   |
| Stove Kraft Limited                 | A                                   | B                    |
| Sadbhav Engineering Limited         | T                                   | B                    |
| NIBE LIMITED                        | XT                                  | X                    |
| WEP SOLUTIONS LTD.                  | XT                                  | X                    |
| BHARAT SEATS LTD.                   | XT                                  | X                    |
| TINNA RUBBER AND INFRASTRUCTUR      | X                                   | XT                   |
| SHALIMAR WIRES INDUSTRIES LTD.      | XT                                  | X                    |
| VISHVPRABHA VENTURES LIMITED        | X                                   | XT                   |
| DECIPHER LABS LIMITED               | XT                                  | X                    |
| Trimurthi Limited                   | X                                   | XT                   |
| Hindprakash Industries Limited      | T                                   | B                    |
| BLS INFOTECH LTD.                   | XT                                  | X                    |
| AKM CREATIONS LIMITED               | M                                   | MT                   |
| BALURGHAT TECHNOLOGIES LTD.         | XT                                  | X                    |
| RISA INTERNATIONAL LTD.             | X                                   | XT                   |
| SHRI KRISHNA DEVCON LTD.            | X                                   | XT                   |
| JAYABHARAT CREDIT LTD.              | XT                                  | X                    |
| FACOR ALLOYS LTD.                   | X                                   | XT                   |
| Winsome Yarns Limited               | B                                   | T                    |
| Shakti Pumps (India) Limited        | B                                   | T                    |
| Saksoft Limited                     | B                                   | T                    |
| SEMAC CONSULTANTS LIMITED           | T                                   | B                    |
| MAFIA TRENDS LIMITED                | M                                   | MT                   |
| PHYTO CHEM (INDIA) LTD.             | X                                   | XT                   |
| Manaksia Coated Metals & Industries Limited | T                                   | B                    |
| Morarjee Textiles Limited           | B                                   | T                    |
| Mega Nirman & Industries Limit      | X                                   | XT                   |
| KHOOBSURAT LTD                      | X                                   | XT                   |
| Unick Fix-A- Form and Printers      | XT                                  | X                    |
| Times Guaranty Limited              | B                                   | T                    |
| AUTO PINS (INDIA) LTD.              | XT                                  | X                    |
| Dredging Corporation of India Limited | B                                   | T                    |
| Ritco Logistics Limited             | T                                   | B                    |
| MILESTONE GLOBAL LTD.               | X                                   | XT                   |
| TITAN BIOTECH LTD.                  | XT                                  | X                    |
| CL Educate Limited                  | T                                   | B                    |
| HARIYANA SHIP BREAKERS LTD.         | X                                   | XT                   |
| SHREE KARTHIK PAPERS LTD.           | XT                                  | X                    |
| SEVEN HILL INDUSTRIES LIMITED       | X                                   | XT                   |
| ORGANIC COATINGS LTD.               | X                                   | XT                   |
| WinPro Industries Limited           | XT                                  | Z                    |
| MODERN DAIRIES LTD.                 | X                                   | XT                   |
+-------------------------------------+-------------------------------------+----------------------+
Changes in Scrip Name:
+-------------------------------------+-------------------------------------+----------------------+
| Old CompanyName                     | New CompanyName                     | Exchange             |
+-------------------------------------+-------------------------------------+----------------------+
| MIRCH TECHNOLOGIES (INDIA) LTD      | HARSHIL AGROTECH LIMITED            | BSE                  |
| KILPEST INDIA LTD.                  | 3B BlackBio Dx Limited              | BSE                  |
| QUINT DIGITAL MEDIA LIMITED         | Quint Digital Limited               | BSE                  |
| BSEL INFRASTRUCTURE REALTY LTD      | BSEL ALGO LIMITED                   | BSE                  |
| Tarini International Ltd            | TARINI INTERNATIONAL LTD            | BSE                  |
| RITESH PROPERTIES & INDUSTRIES      | HAMPTON SKY REALTY LIMITED          | BSE                  |
| G.G.DANDEKAR MACHINE WORKS LTD      | G. G. Dandekar Properties Limi      | BSE                  |
| sical logistics ltd.                | SICAL LOGISTICS LTD.                | BSE                  |
| Unishire Urban Infra Ltd            | UNISHIRE URBAN INFRA LTD            | BSE                  |
| Jhandewalas Foods Ltd               | Jhandewalas Foods Limited           | BSE                  |
| TRISHAKTI ELECTRONICS & INDUST      | Trishakti Industries Limited        | BSE                  |
| GCM Capital Advisors Ltd            | GCM CAPITAL ADVISORS LTD            | BSE                  |
| Partly Paid - Shree Ganesh Remedies Limited | Shree Ganesh Remedies Limited       | BSE                  |
| INDO ASIAN FINANCE LTD.             | CHALLANI CAPITAL LIMITED            | BSE                  |
| VBC FERRO ALLOYS LTD.               | Chrome Silicon Limited              | BSE                  |
| Bhanderi Infracon Ltd               | BHANDERI INFRACON LTD               | BSE                  |
| NATIONAL PEROXIDE LTD.              | Naperol Investments Limited         | BSE                  |
| UNIMODE OVERSEAS LTD.               | Manbro Industries Limited           | BSE                  |
| Partly Paid - Aurum PropTech Limited | Aurum PropTech Limited              | BSE                  |
| Polymac Thermoformers Ltd           | POLYMAC THERMOFORMERS LTD           | BSE                  |
| Kintech Renewables Limited          | SG MART LIMITED                     | BSE                  |
| Karnimata Cold Storage Ltd          | KARNIMATA COLD STORAGE LTD          | BSE                  |
| INTEGRA CAPITAL MANAGEMENT LTD      | INTEGRA CAPITAL LIMITED             | BSE                  |
| Partly Paid - Alan Scott Industries Ltd. | Alan Scott Industries Ltd.          | BSE                  |
| EVERGREEN TEXTILES LIMITED          | MARKOBENZ VENTURES LIMITED          | BSE                  |
| Stellar Capital Services Ltd        | STELLAR CAPITAL SERVICES LTD        | BSE                  |
| R J Bio-Tech Ltd                    | R J BIO-TECH LTD                    | BSE                  |
| Partly Paid - Bharti Airtel  Ltd.   | Bharti Airtel  Ltd.                 | BSE                  |
| S R G Securities Finance Ltd        | S R G SECURITIES FINANCE LTD        | BSE                  |
| Alacrity Securities Ltd             | ALACRITY SECURITIES LTD             | BSE                  |
| CHITRADURGA SPINTEX LTD.            | MKP Mobility Limited                | BSE                  |
| plaza wires limited                 | Plaza Wires Limited                 | BSE                  |
| DVR - Future Enterprises Limited    | Future Enterprises Limited          | BSE                  |
| Indian Renewable Energy Develo      | Indian Renewable Energy Development Agency Limited | NSE                  |
| panache digilife limited            | Panache Digilife Limited            | NSE                  |
| DIGJAM LIMITED                      | Digjam Limited                      | NSE                  |
| Sonam Clock Limited                 | SONAM LIMITED                       | NSE                  |
| Davangere Sugar Company Limite      | Davangere Sugar Company Limited     | NSE                  |
| EASTERN SILK INDUSTRIES LTD.        | Eastern Silk Industries Limited     | NSE                  |
| DVR - Tata Motors Limited           | Tata Motors Limited                 | NSE                  |
| ESAF Small Finance Bank Ltd         | ESAF Small Finance Bank Limited     | NSE                  |
| MODERN THREADS (INDIA) LTD.         | Modern Threads (India) Limited      | NSE                  |
| PRUDENTIAL SUGAR CORPORATION L      | Prudential Sugar Corporation Limited | NSE                  |
| GATI Limited                        | Allcargo Gati Limited               | NSE                  |
| NIRAJ ISPAT INDUSTRIES LIMITED      | Niraj Ispat Industries Limited      | NSE                  |
| GAYATRI PROJECTS LTD.               | Gayatri Projects Limited            | NSE                  |
| PRUDENTIAL SUGAR CORPORATION L      | Prudential Sugar Corporation Limited | NSE                  |
| Atlanta  Limited                    | ATLANTAA LIMITED                    | NSE                  |
| Flair Writing Industries Limit      | Flair Writing Industries Limited    | NSE                  |
| RADAAN MEDIAWORKS (I) LTD.          | Radaan Mediaworks India Limited     | NSE                  |
| MODERN THREADS (INDIA) LTD.         | Modern Threads (India) Limited      | NSE                  |
| madhya bharat agro products limited | Madhya Bharat Agro Products Limited | NSE                  |
| Suraj Estate Developers Limite      | Suraj Estate Developers Limited     | NSE                  |
| INNOVA CAPTAB LIMITED               | Innova Captab Limited               | NSE                  |
| SICAL LOGISTICS LTD.                | Sical Logistics Limited             | NSE                  |
| DVR - GACM Technologies Limited     | GACM Technologies Limited           | NSE                  |
| SUNDARAM-CLAYTON LIMITED            | Sundaram Clayton Limited            | NSE                  |
| Amara Raja Batteries Limited        | Amara Raja Energy & Mobility Limited | NSE                  |
| Medi Assist Healthcare Service      | Medi Assist Healthcare Services Limited | NSE                  |
| HOUSING DEVELOPMENT & INFRASTR      | Housing Development and Infrastructure Limited | NSE                  |
| DIGIDRIVE DISTRIBUTORS LIMITED      | Digidrive Distributors Limited      | NSE                  |
| libas consumer products limited     | Libas Consumer Products Limited     | NSE                  |
| HINDUSTHAN NATIONAL GLASS & IN      | Hindusthan National Glass & Industries Limited | NSE                  |
| BLUE COAST HOTELS LTD.              | Blue Coast Hotels Limited           | NSE                  |
| Fedbank Financial Services Lim      | Fedbank Financial Services Limited  | NSE                  |
| Gandhar Oil Refinery (India) L      | Gandhar Oil Refinery (India) Limited | NSE                  |
| Flair Writing Industries Limit      | Flair Writing Industries Limited    | NSE                  |
| EDUCOMP SOLUTIONS LTD.              | Educomp Solutions Limited           | NSE                  |
| INNOVA CAPTAB LIMITED               | Innova Captab Limited               | NSE                  |
| TARC Limited                        | Anant Raj Global Limited            | NSE                  |
| MUFIN GREEN FINANCE LIMITED         | Mufin Green Finance Limited         | NSE                  |
| SUMEET INDUSTRIES LTD.              | Sumeet Industries Limited           | NSE                  |
| IRM ENERGY LIMITED                  | IRM Energy Limited                  | NSE                  |
| ROLTA INDIA LTD.                    | Rolta India Limited                 | NSE                  |
| Gandhar Oil Refinery (India) L      | Gandhar Oil Refinery (India) Limited | NSE                  |
| AMINES & PLASTICIZERS LTD.          | Amines & Plasticizers Limited       | NSE                  |
| Goldstone Technologies Limited      | AION-TECH SOLUTIONS LIMITED         | NSE                  |
| Adroit Infotech Limited             | Adroit Infotech Ltd-RE              | NSE                  |
| ESAF Small Finance Bank Ltd         | ESAF Small Finance Bank Limited     | NSE                  |
| VISA STEEL LTD.                     | Visa Steel Limited                  | NSE                  |
| India Shelter Finance Corporat      | India Shelter Finance Corporation Limited | NSE                  |
| SUNDARAM-CLAYTON LIMITED            | Sundaram Clayton Limited            | NSE                  |
| IRM ENERGY LIMITED                  | IRM Energy Limited                  | NSE                  |
| India Shelter Finance Corporat      | India Shelter Finance Corporation Limited | NSE                  |
| BLUE COAST HOTELS LTD.              | Blue Coast Hotels Limited           | NSE                  |
| Future Supply Chain Solutions       | Future Supply Chain Solutions Limited | NSE                  |
| INDIABULLS HOUSING FINANCE LIM      | Indiabull Hsg Fin Ltd-RE            | NSE                  |
| DIGIDRIVE DISTRIBUTORS LIMITED      | Digidrive Distributors Limited      | NSE                  |
| DVR - Jain Irrigation Systems Limited | Jain Irrigation Systems Limited     | NSE                  |
| Indian Renewable Energy Develo      | Indian Renewable Energy Development Agency Limited | NSE                  |
| Medi Assist Healthcare Service      | Medi Assist Healthcare Services Limited | NSE                  |
| Suraj Estate Developers Limite      | Suraj Estate Developers Limited     | NSE                  |
| Fedbank Financial Services Lim      | Fedbank Financial Services Limited  | NSE                  |
| ANSAL PROPERTIES & INFRASTRUCT      | Ansal Properties & Infrastructure Limited | NSE                  |
| Welspun India Limited               | Welspun Living Limited              | NSE                  |
| MAGNUM VENTURES LIMITED             | Magnum Ventures Ltd-RE              | NSE                  |
+-------------------------------------+-------------------------------------+----------------------+
